"tweet","sentiments","labels"
"Molaba más editar con gimp, quedaba el triple de cutre",\N,-1
"@JMLlido luego vas de izquierdoso. Pobre obrero",\N,-1
"Vale mi cuenta de Twitter a llegado a lo mejor, me sigue una psicóloga cristiana",\N,-1
"@Jenn_Antichrist Mis chistes son tan malos que pegan a los chistes pequeñitos",\N,-1
"@JSR__89 @MuchapichaGP cuando lo veo siempre le digo que en Twitter gusta a muchos!  Ojalá accederia porque para Dani sería muy bueno",\N,-1
"Supongo que las preocupaciones forman parte de ser adulto",\N,-1
"@UnNegocioUnaWeb ¡Gracias por tan buenos consejos en vuestros cursos!",\N,-1
"@sanxc subi videos a mi canal Y estan en la estanteria todos juntitos y cerraditos A ver cuando salgan los nuevos...",\N,-1
"@Herbalifepadel @HolaPadelLeague... Una gran competición, que aún tiene muchas sorpresas por delante para sus participantes",\N,-1
"Pero como no tengo una puta mierda en común pues nadie me mete para ningún grupo ni nada, claro",\N,-1
"@sixjoan @realmadrid bienvenido al lugar en el que una bufanda nunca sobra",\N,-1
"Si veis a dos personas tiradas en el suelo de camino al polideportivo de aluche, somos @XoFAIL y yo sufrien2 por el calor",\N,-1
"@esdesignbcn hola! quiero contactar con vosotros, pero el formulario de contacto no va en la web.",\N,-1
"yo toda convencida de que empezaba el lunes que viene las clases y NO, empiezo en tres días",\N,-1
"Lo gracioso va a ser cuando llegue el 11 a Madrid y no pueda dormir porque tendré el horario cambiado",\N,-1
"Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras https://t.co/5P5jk3qwrB",\N,-1
"Madrid tiene un calor especial hoy. Especialmente hijo de puta",\N,-1
"He leído la culta y muy divertida novela #RegaloDeReyes. He disfrutado mucho. Spoile los reyes (no) son los padres  @jzamorabonilla",\N,-1
"Que ganas tengo de volver a disfruta pronto de él y que lejano lo veo #SiNoEstás4días",\N,-1
"@COOLMODcom buenas tardes, si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta #296798 Gracias",\N,-1
"@MandyMikan Cuando veas una que te guste de color no negro tell me",\N,-1
"@alfredoduro1 @Elpurpleweekend qué grande eres Alfredo. Soy de los pocos que te sigue por tu buen gusto musical.",\N,-1
"Que agusto se queda una después del Circuito termolúdico de  @balneariohermid",\N,-1
"@fatishaaban @ilusdelus jajaja espero que lo hayas disfrutado!! Bienvenida a Twitter",\N,-1
"@Marta_esc Ah, pero que no te han rajado literal Ten cuidado y desinfectate por si acaso.",\N,-1
"Lo peor es que en mi instituto solo hay plazas para bachillerato de ciencias o ciencias sociales justo lo que no quiero",\N,-1
"@oJCRo como le gusta la política invalidamos cualquier opinión.  Eso es aún más infantil que su edad",\N,-1
"Con este día, cuatro y el tambor en la playa. Qué mala es la vuelta a la rutina para algunos...",\N,-1
"Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€",\N,-1
"@HeartlessDoll98  pues mañana sales por la noche es solucionao'",\N,-1
"Un gilipollas se me ha cruzado entero en una rotonda  y ya le estaba viendo que lo iba a hacer",\N,-1
"@IreeneQuintana la mitología de por sí es maravillosa pero es tan cara la colección  y son 60 tomos",\N,-1
"lo q mas odio de ir al centro es cuando cojo el bus sola  vaya aburrimiento me siento sola",\N,-1
"esque to da calor y encima las cosas que me quedan flama estan sucias",\N,-1
"@akramgr yo lo tengo más fácil، tan simple como ir a la comisaría más próxima",\N,-1
"@SKRLaParking Mi ciudad bonitaa llena de nieve fijo  , gracias, es que pensaba que solo estaba en netflix",\N,-1
"@__Nigma__ me tiene un pelin preocupada. Pero es que soy una paranoica, ya lo sabéis",\N,-1
"@jongaBet después solo usuarios en inglés, y hace poco a todo el mundo  ¡Gracias por el aviso!",\N,-1
"Deja de hacerte tantas fotos porque así es imposible que mi icon me dure 2 días @SoniaSweetC",\N,-1
"Bueno y en otro orden de cosa el tren SE RETRASA (qué raro EH @Renfe?'?''?) pero salimos ya  que depresión cada vez joder",\N,-1
"¿Cuándo se dará cuenta Apple que su navegador #safari no es competitivo sin extensiones?. MOZ no tiene extensiones para safari",\N,-1
"@arribaM80 yupiiiiiiiiiiiiiiiiiiiiiiiiiiiii!!!!! es que no os puedo escuchar todo el programa y así os disfruto en mis ratos libres.",\N,-1
"@mackiabel @controladores esa es ground speed, ahi le influye el viento en cola que debia tener el avion, saludos",\N,-1
"le he estado dando vueltas todo el rato al tema de dongwoo  espero que haya sido decisión propia",\N,-1
"Se me a escapao un dragonite y arcanie sin nivel con bayas frambu y superball",\N,-1
"@elenganche @izuzquiza @SpainMediaRadio Mucha suerte en esta nueva aventura a @elenganchejd. Escucharemos atentos",\N,-1
"@somosyoigo Vaya chufa, ayer me llegó el link para pedir el bono y ahora mismo no me funciona",\N,-1
"@deshalott bueno, en cine y TV vende pintar a las discográficas como los malos.  Se convive con ello.",\N,-1
"espero que hayas tenido un buen cumple después de todo... se te extrañaba, me haces feliz  @Srcheeto",\N,-1
"@jabalkon Me sabía la versión femenina  Mujer refranera...mujer puñetera...",\N,-1
"¡¡Entramos en el mes de septiembre con las pilas cargadas!! Bienvenidos de nuevo a vuestra clínica dental de confianza",\N,-1
"Quiero colgar mi primero video de Youtube pero no tengo tiempo jaja     .",\N,-1
"@mismuertxs ¡Están muy buenos! Seguro que te suben el ánimo",\N,-1
"@DangM3 @noepc esta semana me ha ocurrido, tienes razón, por eso acudo a la que sabe de otra temática",\N,-1
"@iipatriix Me dicen que muerda más fuerte, lo siento, yo tendré que hacerles caso",\N,-1
"@KafkaColourless eso me lo decías hace un año y medio pero en otro contexto",\N,-1
"Queremos mas temporadas de Scream!! @NetflixES Sabeis si va a haber una tercera o la abandonan ya",\N,-1
"Alicante 36,5°C a la sombra. Que bien voy a estar los primeros días de clase.",\N,-1
"@ibicenco07 es una sesion de clasicos! para eso tienes esta sesion https://t.co/cgbLFjKk9I y yo soy be lo que quiero  un abrazo!",\N,-1
"@WaterMoves AHORA PORQUE NO ESTÁ MISTY SINOOOOOOOOOOOO Además Ash tiene un colgante de Misty",\N,-1
"@ManuShooter69 @WaterMoves Además cuando dice que se casaría con Ash  o cuando visten de yukata juntos en el festival ayy",\N,-1
"@Blanca3815 ¡muchísimas gracias Blanca! La verdad es que es un plato fácil pero muy rico y vistoso",\N,-1
"@eit1mx @matiass No ha salido un iPhone que requiera un adaptador aún así que aún ninguno incluye nada así",\N,-1
"@noepc hoy estoy cansado. Le pregunto a la conocedora del mundo del cine si puede recomendarme una película para ""despertarme"". Gracias",\N,-1
""" Para pasar un día complicado, lo mejor un buen bocado! "" #FelizLunes #AtariSS #Donosti https://t.co/iG52ZSSbqY https://t.co/xAEIxS4vpJ",\N,-1
"@FrewtwoJ y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido",\N,-1
"@FEED_eSports Los equipos son igual de serios que en la liga que juegan",\N,-1
"No se porque pongo ahora la carita triste pero me parece mas cuqui todo con ella",\N,-1
"@nightmareoscura ala  pues te apruebo con clases y trabajos extra!",\N,-1
"Quiero abrazar a todos los gatitos bebés del mundo",\N,-1
"@casadelfutbol Menuda 2ª  eh ¡¡..  Bueno, siempre la podremos ver, por @vodafone_es @orange_es @telecable_AS ..",\N,-1
"@mymayabee @GernikaTheMovie Un grande! Yo le veré por la mañana en la rueda de entrevistas que compartiremos  Será divertido",\N,-1
"En versión extendida. 4 horas. Y no vamos ni por la segunda",\N,-1
"@CaoAbel FUMAÍTO VIVO. Jajajajajaja si estuviera contigo te contaba Abelito...",\N,-1
"@LadyAlmaMeow por que me sacas los trapos sucios irene tu qué ,no tienes nada que hacer los dias de semana por la mañana?",\N,-1
"@MariaMG721 @Clomatik es GENIAL. Jugué a la segunda parte Last Window pero no me gustó ni la mitad",\N,-1
"@gamusino si algún día quieres echar una ojeada al plan de transportes de Madrid de 1988 ya sabes",\N,-1
"@princess_leonor te mando un abracito amoroso Gronkgirl  ponte a tope q tenemos a los Cardinals encima  un besote guapetona",\N,-1
"@LauuuuGarcia @Alvaro_bn8 Ahora estoy en cama modo puta vida  mañana si eso",\N,-1
"Esta semana estoy de vacaciones, mañana o pasado os publico un vídeo y el domingo directo como siempre",\N,-1
"@jaumerigo @Lito_Santana pobre @visentiko22 ...le habrá dejado la mano roja de agarrarle tan fuerte",\N,-1
"@MaryJaneWords cierto amiga mía, qué bonito saber de t gracias por estar siempre, te siento ya una buena amiga",\N,-1
"Mi anterior bio también hablaba de #volar y esta noche ellos -y Twitter- me lo recuerdan...  #SoisGrandes https://t.co/gHLYPlPOwo",\N,-1
"@JuanVillah @navedelmisterio Increíble recreación Juan, me ha retrotraido al día que lo visité!!",\N,-1
"@martin_h155 @BorjaBlueEyes untodo y untado, como la mantequilla",\N,-1
"Ufff, que rabia da que pongan los conciertos entre semana. EXISTE CLASE, VALE?",\N,-1
"Ahora tengo depresión nocturna, ¿dónde está el chocolate negro cuando se necesita?",\N,-1
"La gente de mi nuevo piso es bien buen pedo",\N,-1
"@bunkerw9 @SoyElInsolente @REMUR08 @ArantxaGata @Nerea_RMCF93 @_ju1_ Para explicar lo de los 6M nos pondrá el profe documental de Youtube",\N,-1
"@TheWarkloud o compra fundas de móvil transparentes y las pintas como una pokebola y hazes una pagina web donde las puedas vender",\N,-1
"@pizzimiau pues deberías conocer las del Ojeando, eso si que es duro duro",\N,-1
"espero que no soñéis conmigo vaya palo no",\N,-1
"Quisiera tener suficiente dinero para ayudara la gente y aún así poder ir a algún Open, cualquiera",\N,-1
"@GiorgioJater tenía pensado cuando me quitase este ponerme unos de kpop  a la siguiente contigo lindo",\N,-1
"Malos días  me vuelvo de bcn y paul acaba de irse a trabajar",\N,-1
"@themelodichxc PERO TU LEES MIS TWEETS? EL 95% SON COSAS SIN SENTIDO  (pero lo tuyo iba en serio, sin coñas jo)",\N,-1
"@Alexflgrt por favor, en serio, stop con darme envidia",\N,-1
"Es que Hannon en este capitulo me da peni por que es super cute socorro.  Bett es tonta.",\N,-1
"@juamondob pues eliges bien lo poco que ves entonces querido amigo",\N,-1
"no entiendo la mitad de tus tweets porque no los pones en castellano  jajajajaja no te conozco pero pareces buena gente",\N,-1
"Teníamos otro genial pero mi móvil decide que el vídeo se suba mal para que no se oiga bien y",\N,-1
"Puede alguien acostumbrarse en 4 noches a algo? Porque me acostumbré a no dormir sola y ahora se extraña demasiado",\N,-1
"@OjcarQuezo eres un grande, la mayoría de gente no sabe diferenciarlos y es muy sad",\N,-1
"@Iberia Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos",\N,-1
"@msubiron más que madre mía padre mío  que no me ha dejado descansar pero bueno es lo que hay",\N,-1
"Podemos asignar como basurero municipal la casa del alcalde",\N,-1
"@TheLordTomahawk tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya  @KILLYTokio",\N,-1
"@bicivici Hola! El próximo miércoles estaremos en BCN en un evento al que nos gustaría invitaros ¿Nos seguís y os contamos los detalles?",\N,-1
"@ojoazor  Buenos días Pere. Feliz lunes.",\N,-1
"@Vincci_Hoteles @OrgullodeMalaga Muy buenos días  Por cierto, ¡muy buena la foto!",\N,-1
"@TonyAguilarOfi Ojalá mi Robbie Williams... Sería ideal teniendo una nueva era al caer. O Take That!",\N,-1
"@Mypadel_... ¡¡No dejes pasar esta gran oportunidad!! Recuerda... Click Play!!!",\N,-1
"@TheWorldKats @MARGAMBANDE @ArrizGolden ¡Gracias por acompañarnos! Fue una gran noche",\N,-1
"Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez",\N,-1
"@pilacutre y yo seguire sin estudiar ciencias politicas porque a mi madre le parece maña idea pero",\N,-1
"¿Aprender Motion Graphics en #Barcelona sin que me cueste un riñón es posible? ¿Alguien conoce algún sitio?",\N,-1
"@Tvecinofavorito Capitán américa, hipervitaminado, te he dicho ya que hoy no estoy feliz contigo?",\N,-1
"@JuanaPortugal2 @dianagonzalez @alvarogaitas @aele_ ¡Igualmente! Seguimos compartiendo por aquí  Buen lunes a todos.",\N,-1
"@Alyce_3X @Nortexpres @gorka__urtaran Sólo quiero que le pique un poco las pulgas como a mis perros, nada malo  LIMPIA LA CIUDAD YA!!!!",\N,-1
"Primer paciente postvacaciones y falla  hoy va a ser un día poco productivo",\N,-1
"@keirzar @YouTube si pasa lo de la ultima vez te mato y listo",\N,-1
"@Perlalegitima Es una buena forma de dar la bienvenida a mi casa",\N,-1
"@ConBdeBurgos En verdad si, así hago algo productivo con mi vida.",\N,-1
"@AtopeF1 @alo_oficial en 2015 mejor tiempo en Q 1.26.154 frente al 1.23.273 de este año esa es la mejora HAM  bajó 1.24.251al 1.21.135",\N,-1
"@hippisystem @greenjoing claro jeje lo que sea será, siempre ahí que ser positivo y tener una sonrisa",\N,-1
"@deshalott fui durante 11 años comercial de una multi discográfica y trabajé con Fnac. Sé lo digo.",\N,-1
"@Albertoasturian A ver si me cuenta un buen sitio para comer en Bakio que en breve estaré ahí.",\N,-1
"Gracias a @CursillosMadrid  por esa acogida en la reunion de la JMJ. Allá donde vayas cursillos tiene gente maravillosa.  DE COLORES!",\N,-1
"@josealcaide96 esta claro, y ya si te callas disfrutare el doble",\N,-1
"@clockworkfeiry yo solo siento amor por mi mansión victoriana, esa que espero tener algún día",\N,-1
"Es increíble. Me acaban de censurar en Facebook una noticia de @el_pais sobre la censura en Facebook. Y me preguntan si estoy satisfecho",\N,-1
"Un beso para todos los luchadores de #PAP108, y para ese equipazo de locas al microfono @Mar_Montoro @SaraGL84 y @pabloguerola! Kisses",\N,-1
"Casi siempre me hacen fotos sola y quiero fotos cuquis con gente",\N,-1
"Algún día entenderé porque siempre me habla gente demasiado rara",\N,-1
"@citarodriguez_ si, os dejo llamarme inculta, NO LO SABÍA VALE?",\N,-1
"@Kitiara80s Le conozco yo también  Bueno, hace igual un par de años que no le veo",\N,-1
"@__mimmy lo he visto en snap y mira, porque tengo el PC apagado y estoy en cama que si no",\N,-1
"@_Democrazy_ hombre es que no tengo derecho ninguno a sacarlo de su hábitat natural por el capricho de que me parezca bonito",\N,-1
"@FutbolMediaset que no es, la roja¡¡¡¡ la roja, es CHILE¡¡¡ Es la @SeFutbol ...",\N,-1
"@CsCValenciana Hay que hacer algo contra los Incendios Forestales, ya basta, estamos jodidos.",\N,-1
"@Zaifer4 hahahaha jo, qué agresiva... Normalmente soy yo el filósofo y tú la del humor no?",\N,-1
"Iba a decir otra cosa peero si digo lo que siento, me detienen",\N,-1
"Casi me entrevistan para La sexta. Digo casi porque me daba vergüenza  así que como mucho apareceré por detrás.",\N,-1
"@drivteda el mio a un poco más de 1km de donde me deja el urbano, pero es todo cuesta arriba",\N,-1
"@paroxia @fallodesistema jope. Quién compondrá ahora esas magníficas canciones? bueno, nos quedan LOS NINTENDOS",\N,-1
"@pasku1 pero interesante...  muy interesante el ensayo sobre arte y  artesania",\N,-1
"7 bulbasaur he conseguido y ninguno con buenas estadisticas...",\N,-1
"@JezuUPR Ya ya, solamente digo que sin conocerte y poniéndome eso... es muy fácil tomárselo mal  Un saludo y tranqui!",\N,-1
"Shay Mitchell es tan guapa que me entran ganas de LLORAR cada vez que la veo",\N,-1
"Cuando son las 3:09 de la boche y todo el mundo esta durmiendo  y derrepente @WarriorViolinis aparece",\N,-1
"Yo no me la juego con las mierdas de la suerte, ya tengo muy mala suerte como pa jugarmela",\N,-1
"@Jgarciagar Ánimo, Jorge. Piensa en tus nuevas víctimas",\N,-1
"@riendja lo mismo aquí  ya me he hecho café y tostadas porque total.",\N,-1
"@AlberteLpz @change_es El rey reina pero no gobierna. No puede hacer nada, de ahí la inútil e injusta existencia de su cargo.",\N,-1
"@Lenavg3 @Untedeletras es muy cuqui. Si te gusta, comprarlo y listo",\N,-1
"@cyboruga @VolConfodere Creo que es eso, de todos modos, DEBERÍAS LEER EL MANGA, ES MUYYYYYYYYYY BUENO",\N,-1
"@gabyandersengz @Pergat097 bueno, si las plantillas de lo permiten claro",\N,-1
"no me deis confianza que luego os digo las cosas muy claras y os jode",\N,-1
"me cago en dios ya no soy teen el cumpleaños más triste de mi vida",\N,-1
"La verdad esque por YT he hecho cosas malas y me arrepiento y pido perdon pero pff",\N,-1
"Vuelta al trabajo con regalitos!! Mudanza de ofi y 1251 emails! #agotador! Lo malo? No tengo sueño",\N,-1
"@chescuredo muchísimas gracias a vosotros por venir y por el cariño! Mucha mierda con Priscila",\N,-1
"#DietasAExamen es TT #1 en España. Muchas gracias a todos por vuestros comentarios y apoyo",\N,-1
"@hickkey_ no llores  eres demasiado feilla como para permitirte que te vean llorando encima (si me das UF lo entenderé) sorry.",\N,-1
"@SamuFurukawa  ""chatarra"" es a lo que llamas piezas de misiles de alta gama, bombas, cohetes, todas diseñadas por él",\N,-1
"@jaicab_ @nabaroa o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco",\N,-1
"@FulgenLison Hay que echarle arroz. Y preparar un buen sofrito. Los ingredientes ya están a punto",\N,-1
"Ayer hice un pedido a Asos y hoy ya hay cosas nuevas que quiero",\N,-1
"@theinksanity no es para tanto  hola los soprano, hola mad men, hola utopía",\N,-1
"@Wangallego_ bueno en el tweet no ponía gente nueva que no sea de Málaga",\N,-1
"@Vicky_Kujikawa Jejeje te has explicado muy bien, tranqui, y si prefieres hablar por otro sitio, lo hacemos Pues Sue la ""reservaron"" +",\N,-1
"@OneGreenPiece sigue siendo cruel  pero ahora la víctima eres tu",\N,-1
"@SamuFurukawa + radiación gamma cree a un ser monstruoso verde o que existan los dioses de otros mundos",\N,-1
"@LiveRockShooter yo es que vi todos los episodios enteros como una peli, en parte me arrepiento porque quería pasármelos pero ya  mencanta",\N,-1
"Oye yo me voy a dormir, sois todos súper bonitos, me ha encantado conocer gente tan maja hoy, buenas noches",\N,-1
"@enchapelaa @Alrona94 sii Alfonso siempre, bueno si vas a ese evento ya dice mucho de ti, encantado",\N,-1
"hoy he muerto entrenando y eso que he pinchado en la segunda tanda de carrera continua",\N,-1
"@rlenrm No lo sabía y me hace mucha ilusión. Muchas gracias, buenos días",\N,-1
"@gdarkheaven jopelines  no m dices cosas bonitas",\N,-1
"Aah ya... Porque @fran_gilperez es el ser más rastrero, egoísta, infantil y GILIPOLLAS que existe en el mundo",\N,-1
"Buenas noches @_BeaMartinez_ ya tenemos ganas de verte el miércoles te queremos!! sí te tengo abandonada jo  te echo de menos",\N,-1
"@iamlouderniall esa época podía haber empezado el finde pasado que John Newman estaba en Pucela loka",\N,-1
"@kevinmancojo El problema es poder sobrevivir y convertirlo en un trabajo rentable que no me mate a largo plazo",\N,-1
"Y he de aclarar que el anterior comentario es la vice directora de mi instituto",\N,-1
"@stripedmac uf ......quién se atreve a juzgar .....yo me voy a dar una ducha fría",\N,-1
"me duele el alma, estoy súper orgullosa de todxs tío #Radiotubers1",\N,-1
"@martindonato para una isla de calor en medio de la huerta, está bien ¿no?",\N,-1
"@Marialumbreras @Rredhaired Eso toca mañana. Hoy me sentía incapaz",\N,-1
"@FlucksaurGW2 ya pero es que antes el juego iba peor si no tenia el cargador enchufado",\N,-1
"@musicoloko7cuando nos ves tú es señal inequívoca que el objetivo de defender al club lo estamos llevando a cabo con éxito",\N,-1
"@ItzJares Buen clan, espero que llegue lejos.",\N,-1
"Dormir 3 horitas es lo ideal antes de irse de viaje",\N,-1
"@Lala_Sylvanas si lo han hecho con su hermana... Algo me dice que en la próxima e cae",\N,-1
"Mi hermana se ha adueñado del portátil y no puedo terminar la serie ni hacer nada",\N,-1
"Nuestra familia Ahgase de Whatsapp ha superado los 100 miembros, eso dice mucho de lo unido que está el fandom",\N,-1
"@JulenHernandez @YouTube me super encanta el estudio esta perfecto!!!",\N,-1
"no me preguntéis por qué cojo así los móviles para hacerme selfies, no lo sé ni yo pero es hiper cómodo",\N,-1
"@90minuts @Garay_24 si señor, la guinda perfecta  #preguntagoolbridge",\N,-1
"@jordimirobruix vaya  Yo lo he probado muy poquito y me ha parecido que iba fluido.",\N,-1
"El colmo de tener que madrugar y tardar en quedarte dormido, o perderte en los mundos de la lectura",\N,-1
"Me he quedado toda rayada cuando no veía con las gafas. Tenía puestas las lentillas",\N,-1
"@javi_LA No soy gorefag Salgo con alas, como las compresas (?",\N,-1
"Estoy llorando cn el trailer d Cuestion d tiempo y Vane m va a poner la pelicula, bonita noche m espera",\N,-1
"@RosaMLarrondo @eduardosuarez Sí, es como si hubieran estirado hacia arriba una de sus esquinas. Mola mucho. Siempre hay cosas nuevas...",\N,-1
"@DavidRm9  HAHAHAH Pues yo quiero una distracción así (??)",\N,-1
"@menanuri @tinoroso @saulCiudadanos @mgcejas @fpasc @CiudadanosCs al lado de Mel súper pareja",\N,-1
"@tinoroso @CarlosSosa_ @saulCiudadanos @mgcejas @menanuri @fpasc de derecha profesión liberal y sin incompatibilidad Jejjee",\N,-1
"@tinoroso @CarlosSosa_ @saulCiudadanos @mgcejas @menanuri @fpasc los de izq funcionarios porque si hablan en el trabajo normal ... Uff",\N,-1
"qué hago yo una hora y media sola en el tren  la que estoy liando pa irme sólo dos días iyo",\N,-1
"@Arturopdelucia @abelmonfort @DircomSpain @ESICMadrid @CE4reputation Querido Arturo, viniendo de ti, se agradece el cumplido.",\N,-1
"@dsaltaren Yoigo SIN DUDA. Llevo 1 año y más contento imposible",\N,-1
"#DiaInternacionalDelAmargado ¿Quién es el imbécil impresentable al que se le ha ocurrido este HT tan estúpido?",\N,-1
"@luismiherrero @fotocasa @sloydev El mismo! El módulo A es Schibsted, el B Accenture y el C Affinity",\N,-1
"@Noemidemiguel @diegofmejia Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?",\N,-1
"@_AlexBiker me duele la pierna del puñetazo que me diste aye, en dos sitios, agresivo",\N,-1
"@Jbarea3 Tú y tu italiano?  el lunes te digo que me parece",\N,-1
"Me ha faltado este verano un libro estilo Perdida/Chica del tren, aunque estoy más que satisfecha con las alternativas leídas",\N,-1
"@AlcaudonReal1 @evaortiz597 @furio5681 @La_Aurora_Roja yo ya la seguía, sigo y seguiré... Muy buena compa! Besets!",\N,-1
"@xDaizu es decir, que es por la tradición lo de decir esto, como muchas otras (arroz, etc), pero que no es tan big-a-deal",\N,-1
"@xavi_xeif @VacacionesEs ¡Buen viaje! Hasta la próxima aventura  Un abrazo",\N,-1
"Es triste que esté mas emocionada por el remake del FF12 que por los juegos nuevos",\N,-1
"@FSanabriaLuis @miguel_prat @uby77 ya le pagan libre de impuestos !! JAjaa no te preocupes",\N,-1
"No puedo apoyar la planta del pie casi y tengo que irme a trabajar todo el dia enterito",\N,-1
"Y yo!! pero no soy famoso Lugar muy recomendable y las de Colon tambien!! https://t.co/oJQWxmvJ7G",\N,-1
"Hoy es un DÍA IMPORTANTE. ¡ La boda de @ortizdevillajos ! Gran profesional y amigo. Nos vamos de boda ! ¡Enhorabuena Joaquín !",\N,-1
"Todos nos sentimos orgullosos de tener una New 3DS para poder jugar estas mierdas, no para poder tener una capturadora gratis, ¿verdad?",\N,-1
"La verdad es k tuve suerte de k me enviasen 2 mega beedrill en vez de uno Ese vendedor es super majo",\N,-1
"@SrFlores92 felices 24 caballero  un placer leerte!",\N,-1
"alguien que me de algún plan guay pa el lunes?",\N,-1
"@Armunho con tu descubrimiento ahora tengo un TL mucho más entretenido, muchas gracias jaja",\N,-1
"Pues nada, la próxima vez que tenga que dar mi opinión sobre algo me lo meteré por el puto culo",\N,-1
"@motroco muchísimas felicidades 🎊y que cuumplas muuchos maaas, que pases un día de 10 O lo que queda de día",\N,-1
"Muchas gracias,  sí, las cifras que doy soy generales y de los gastos básicos, luego suelen dispararse con todo lo demás @maryvelhid",\N,-1
"@JavieRubioF1 vais a emitir las dos últimas horas de las 6 horas de México en Eurosport?",\N,-1
"A mí ya no me gustan mucho los Youtubers, antes me encantaban, pero ahora son como más aburridos. Merezco unas vacaciones sin ellos.",\N,-1
"@hablaqueescucho No se me ocurre más que que estás guapísima, por eso no valgo para la seducción",\N,-1
"@AyllonJose @CorchadoJesus @pabletermcf88 Jajaja!! Ahora tengo en mente grabar uno con 20 rancheras... No es coña!",\N,-1
"Yo quiero hacer el cyr de pelis peero no lo encuentro",\N,-1
"@santanderale @Torcelly Gracias Alejandro. Seguimos mejorando poco a poco. Este mes será fuerte en novedades",\N,-1
"Tengo mucha ilusión puesta en la novela que estoy escribiendo... espero que os guste. Es algo diferente porque me apetece cambiar un poco",\N,-1
"@rasenkai7 tiene que dar un gustazo dibujarte tus propios posters.. te envio Amanda",\N,-1
"@juanmatilla54 @Albert_Rivera Alrededor???muchas gracias por compartir este cambio de impresiones que enriquecen por lo menos a mi",\N,-1
"@FichillasTV @FNC_inu Tranquilo, que estará durmiendo plácidamente si lo hace",\N,-1
"@PePe_ROSES @BelenzuelaCB Un invento para cortarle el rabo a los violadores   a mi me parece bien nun se vosotros chico",\N,-1
"@Saporem_  Me ha encantado el risotto de setas y el queso de cabra al horno con miel 😉. Enhorabuena.",\N,-1
"pero si suenan a desmadre total me pongo muy nervioso porque no sé qué puede llegar a pasar",\N,-1
"@jjsaenzde Y que tranquilidad da que solo hayan memes cómicos relacionados con el terremoto",\N,-1
"Tengo un dilema, quiero cortarme mucho el pelo, pero también quiero dejarmelo largo, ayuda",\N,-1
"Enamorada de Second to Last Love... Veré probablemente la japonesa luego.",\N,-1
"@Ciudadano014 feliz tarde y Bon Appetit! Va bien, esta tarde me voy con mis papis a que me den mimitos",\N,-1
"@oresamawadoru muy pocas veces me levanto de buen humor",\N,-1
"@nitsuga0912j @objetivoingles pues... lo que esté en ivoox sólo. No vamos a hacer más, de momento. Sorry! No depende de mí.",\N,-1
"@yolanda_anr1 @ElMundoEspana bueno, ella ya defendio lo de la dimision en diferido de Barcenas. Esta para comerse los marrones del jefe",\N,-1
"@mpalacioses @TrofeoJose_Cano @inigoarruti @carlos140268 lo mismo! Y el año que viene, Nocturna de Canillejas",\N,-1
"@mpalacioses @TrofeoJose_Cano @inigoarruti @carlos140268 ohhh lo mismo! También con concierto, lo que no se, si será el mismo",\N,-1
"@carollm333 @RamonEspinar responsabilidad a los que han de responder, me da igual partido, color... Mi calle da asco es lo único que se",\N,-1
"@nachog por cierto por si no conoces para el ordenador @rescuetime",\N,-1
"@jmdelalamo Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias",\N,-1
"Cuando mi tio me avisa para montar en moto pero hoy no puedo  Voto por XRIZ - MI CORAZÓN #N1CanalFiesta36",\N,-1
"@vodafone_es Ya no. Pero qué pena haber encontrado a alguien dispuesto a ayudar, tan tarde.",\N,-1
"@_Miss_Donovan mercado a,  erosky y demás tienen compra online",\N,-1
"@Eccehumus jajaja..es agua!!..eso sí.. con gas..el agua a palo seco es súperdecadente. Bon dia",\N,-1
"En cuanto se vaya fabi no pienso salir de mi casa en por lo menos tres días",\N,-1
"Tarzan en disney channel, por si queréis escapar de la morralla típica de un sábado por la tarde",\N,-1
"ayer fue un día trambolico pero no me puse ciega y lloro  me puse ciega pero to poco tiempo",\N,-1
"@regiguren en donde vivo no hay alternativas válidas aún… No creas q no lo miré  @VodafoneEmpresa  @movistarpro_es",\N,-1
"@CroftArpia es que son super perfectas para la otra DIOS NECESITO QUE ALGUN DIA SE CONFIRME",\N,-1
"@Chavab79 @noticiasDcuenca @CEFAPIT @cuenca5sentidos Limbo administrativo que dura ya casi 9 años...",\N,-1
"@l30n4_ @Txemacg creo que estas equivocado Txema pero ya lo hablaremos.",\N,-1
"@LadySusurro que mala baba se gasta tu vecina",\N,-1
"He encontrado mi nuevo main https://t.co/Nk3SHuL65W La perdida es porque tenia un troll",\N,-1
"@Kbits90 Junto montas el unico dia que me llaman para tomar algo",\N,-1
"@Ashelot142 te tienes que hacer amiga de peluqueros que no estén locos y fuera, tienes don de gentes coñe",\N,-1
